entry_date,exit_date,code,entry_price,exit_price,gross_return,net_return,score,factors,exit_reason,industry,holding_days
2025-12-31,2025-12-31,000036,6.71,6.53,-2.77,-2.97,61.28089884109181,"{'trend': 3.0, 'momentum': 3.0, 'quality': -0.1813001057034976, 'sentiment': -1.2007248445943675, 'valuation': -0.08672939267367562, 'liquidity': 3.0, 'size': -1.9101468400799857}",T+1平仓,其他,1
2026-01-05,2026-01-05,000021,26.04,26.06,0.06,-0.14,58.44175050495905,"{'trend': 0.3665288323799405, 'momentum': 0.5370850410439335, 'quality': -0.1077806378168938, 'sentiment': 1.7275079726014528, 'valuation': 0.3228656001739973, 'liquidity': 3.0, 'size': -1.7316845577443734}",T+1平仓,其他,1
2026-01-06,2026-01-06,000036,6.9,6.55,-5.0,-5.2,64.07331230850863,"{'trend': 3.0, 'momentum': 3.0, 'quality': -0.17962312129923508, 'sentiment': -0.2066919967463246, 'valuation': -0.09694361697270008, 'liquidity': 3.0, 'size': -1.5348578825654091}",止损(-5%),其他,1
2026-01-07,2026-01-07,000060,6.33,6.2,-2.02,-2.22,60.66032450267907,"{'trend': 1.2497609454959642, 'momentum': 1.2624164545986156, 'quality': -0.12538471495860196, 'sentiment': 1.2883395121413785, 'valuation': 0.3968407245806418, 'liquidity': 1.5680037312892716, 'size': -0.6520570507552558}",T+1平仓,其他,1
2026-01-08,2026-01-08,000007,11.63,12.03,3.44,3.24,63.37734433357884,"{'trend': 1.3978163759871376, 'momentum': 2.1214200604638087, 'quality': 0.05038738377494393, 'sentiment': 2.213425319006777, 'valuation': 0.1595879507724427, 'liquidity': 0.3641582434288386, 'size': -0.11187781722027645}",T+1平仓,其他,1
2026-01-09,2026-01-09,000048,15.44,15.66,1.41,1.21,64.18551966889721,"{'trend': 2.8686957371498996, 'momentum': 1.6923103494960652, 'quality': -0.06448416900307348, 'sentiment': 1.085083076504656, 'valuation': 0.40311868836480447, 'liquidity': 0.41854209372091566, 'size': -0.07320310363119542}",T+1平仓,其他,1
2026-01-12,2026-01-12,000036,6.92,6.77,-2.03,-2.23,64.73235231004145,"{'trend': 3.0, 'momentum': 3.0, 'quality': -0.16879335494606104, 'sentiment': 0.3865928488399898, 'valuation': -0.09663772933467507, 'liquidity': 1.8272506116327492, 'size': -0.7876406425983408}",T+1平仓,其他,1
2026-01-13,2026-01-13,000060,6.58,6.45,-2.03,-2.23,61.30475648047326,"{'trend': 1.9295603579068237, 'momentum': 1.8454420458168928, 'quality': -0.12625329568494306, 'sentiment': 0.9117952356876093, 'valuation': 0.39798842973758963, 'liquidity': 0.935037841905246, 'size': -0.39491128752918536}",T+1平仓,其他,1
2026-01-14,2026-01-14,000032,22.71,23.0,1.31,1.11,61.54203937923403,"{'trend': 1.4490030207751763, 'momentum': 1.0793399917846638, 'quality': -0.1409486778005346, 'sentiment': 2.9356252178594926, 'valuation': -0.11800723623836759, 'liquidity': 0.5215854068733702, 'size': -0.11550768222979581}",T+1平仓,其他,1
2026-01-15,2026-01-15,000021,26.89,27.79,3.34,3.14,62.530073678559404,"{'trend': 1.0189939827024765, 'momentum': 1.0592605879850172, 'quality': -0.11733353706722588, 'sentiment': 3.0, 'valuation': 0.3071165245114974, 'liquidity': 1.417464931192512, 'size': -0.6011707543754428}",T+1平仓,其他,1
2026-01-16,2026-01-16,000036,6.91,6.66,-3.61,-3.81,62.587491590041374,"{'trend': 3.0, 'momentum': 3.0, 'quality': -0.1688921080611664, 'sentiment': 0.10063574571817917, 'valuation': -0.10678016288665529, 'liquidity': 1.4547855923230053, 'size': -0.7154043342365077}",T+1平仓,其他,1
2026-01-22,2026-01-22,000060,7.01,7.19,2.62,2.42,64.85889000599481,"{'trend': 2.417964725983675, 'momentum': 2.5376682037240017, 'quality': -0.12966226806027523, 'sentiment': 1.1582609848273484, 'valuation': 0.38757171805747453, 'liquidity': 2.0438978590862527, 'size': -0.9467518863993031}",T+1平仓,其他,1
2026-01-23,2026-01-23,000048,18.05,18.77,4.02,3.82,64.66865930489612,"{'trend': 1.4623639945278573, 'momentum': 2.886209124440388, 'quality': -0.08677995138074807, 'sentiment': 1.5726540631534465, 'valuation': 0.42637991497546174, 'liquidity': 2.145310817625696, 'size': -0.82093049632427}",T+1平仓,其他,1
2026-01-26,2026-01-26,000021,30.86,29.31,-5.0,-5.2,56.836222912436966,"{'trend': 2.061658420374925, 'momentum': 1.8462091267846614, 'quality': -0.12234338238614446, 'sentiment': -1.1915443717615908, 'valuation': 0.31551963374952424, 'liquidity': 1.6477980607803573, 'size': -0.7218455445798492}",止损(-5%),其他,1
2026-01-27,2026-01-27,000048,19.47,18.99,-2.48,-2.68,63.505823252957086,"{'trend': 2.4292397314062972, 'momentum': 3.0, 'quality': -0.07477946792660901, 'sentiment': 0.4761387311263379, 'valuation': 0.4147801628321502, 'liquidity': 0.8669995752820984, 'size': -0.24177263717282832}",T+1平仓,其他,1
2026-01-28,2026-01-28,000060,8.03,8.49,5.71,5.51,67.48711994600498,"{'trend': 3.0, 'momentum': 1.8904227643155003, 'quality': -0.3132926040454356, 'sentiment': 3.0, 'valuation': 0.2369520482883385, 'liquidity': 1.9229478239830924, 'size': -1.3067155279487375}",T+1平仓,其他,1
2026-01-29,2026-01-29,002131,8.59,9.46,10.14,9.94,65.6079624844534,"{'trend': -0.06275364027478328, 'momentum': 3.0, 'quality': 1.1808258100152054, 'sentiment': 3.0, 'valuation': -0.12115058404894434, 'liquidity': 2.523800212746192, 'size': -1.9381026585674115}",T+1平仓,其他,1
2026-01-30,2026-01-30,002165,11.35,12.63,11.24,11.04,67.00049905692293,"{'trend': -0.056072122855679016, 'momentum': 2.2983763775017723, 'quality': 1.885047162803443, 'sentiment': 3.0, 'valuation': -0.2806588318191734, 'liquidity': 3.0, 'size': -2.655276607829897}",T+1平仓,其他,1
2026-02-02,2026-02-02,002112,21.45,21.39,-0.29,-0.49,67.25621440542895,"{'trend': -0.048288518721008596, 'momentum': 2.1254725800126932, 'quality': 1.6678145230586814, 'sentiment': 3.0, 'valuation': 0.002329440853602764, 'liquidity': 2.9229509947152175, 'size': -2.226759069893077}",T+1平仓,其他,1
2026-02-02,2026-02-02,000538,56.06,54.9,-2.07,-2.27,55.25081447064608,"{'trend': -0.048288518721008596, 'momentum': -0.6550603672368549, 'quality': 1.391894530234146, 'sentiment': 0.6869686246206406, 'valuation': 0.23440134282120728, 'liquidity': -1.7486193092854017, 'size': 1.9095765232497894}",T+1平仓,医药,1
2026-02-03,2026-02-03,603396,48.53,50.14,3.33,3.13,73.77194478660775,"{'trend': 3.0, 'momentum': 1.8669469910404808, 'quality': 2.290959947951608, 'sentiment': 2.6147179103918545, 'valuation': -0.13057185111909428, 'liquidity': 2.1958023556474884, 'size': -1.7395912153570274}",T+1平仓,其他,1
2026-02-03,2026-02-03,603993,23.03,22.88,-0.67,-0.87,60.21116781914597,"{'trend': 2.9106647462029707, 'momentum': 0.7128024522425497, 'quality': 0.01326805139347779, 'sentiment': 0.9290788373766838, 'valuation': 0.16250105167441473, 'liquidity': -0.01214902787268434, 'size': -0.14128324109017748}",T+1平仓,有色,1
2026-02-04,2026-02-04,601226,11.71,12.59,7.54,7.34,71.14763446045876,"{'trend': 1.9169397400381947, 'momentum': 2.0961420742147676, 'quality': 1.771764946359649, 'sentiment': 3.0, 'valuation': 0.03844645034930497, 'liquidity': 1.318676326150725, 'size': -1.1139616947419757}",T+1平仓,其他,1
2026-02-05,2026-02-05,603103,29.1,31.31,7.61,7.41,72.49297071841798,"{'trend': 3.0, 'momentum': 3.0, 'quality': 0.9559349138385927, 'sentiment': 3.0, 'valuation': -0.06995656968836245, 'liquidity': 1.3950572997073942, 'size': -1.156998992654975}",T+1平仓,其他,1
2026-02-06,2026-02-06,002112,23.37,25.13,7.51,7.31,77.2609380645595,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.6679033703040378, 'sentiment': 3.0, 'valuation': 0.006509877238579117, 'liquidity': 3.0, 'size': -2.589322916175228}",T+1平仓,其他,1
2026-02-09,2026-02-09,600841,9.64,10.39,7.77,7.57,74.01128548270259,"{'trend': 3.0, 'momentum': 3.0, 'quality': 0.8446541967044402, 'sentiment': 3.0, 'valuation': 0.3234214097260507, 'liquidity': 0.5849870228275307, 'size': -0.5470374412685718}",T+1平仓,其他,1
2026-02-10,2026-02-10,603103,39.6,39.97,0.92,0.72,73.43974679483419,"{'trend': 3.0, 'momentum': 3.0, 'quality': 0.9699103983561047, 'sentiment': 3.0, 'valuation': -0.07194507543825514, 'liquidity': 0.5639614908986977, 'size': -0.5443460289855035}",T+1平仓,其他,1
2026-02-11,2026-02-11,002378,25.27,27.34,8.15,7.95,75.08570609127653,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.581505308230586, 'sentiment': 3.0, 'valuation': -0.24064602367631371, 'liquidity': 0.9095404609524702, 'size': -0.8512051758900495}",T+1平仓,其他,1
2026-02-12,2026-02-12,002112,24.9,24.65,-1.02,-1.22,73.18934451005877,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.6848924085453343, 'sentiment': 1.2216267543715946, 'valuation': 0.0024810958399858504, 'liquidity': 3.0, 'size': -2.5153004688395413}",T+1平仓,其他,1
2026-02-13,2026-02-13,603163,117.78,127.57,8.31,8.11,73.00358168666445,"{'trend': 2.821131764107213, 'momentum': 3.0, 'quality': 0.8663329679629763, 'sentiment': 3.0, 'valuation': 0.03776082574377096, 'liquidity': 0.29378998109951326, 'size': -0.32907729596500607}",T+1平仓,其他,1
2026-02-24,2026-02-24,002165,11.76,12.38,5.31,5.11,76.50247693733576,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.9005576846274757, 'sentiment': 2.7303682311662367, 'valuation': -0.30002472261689567, 'liquidity': 2.6090302011789697, 'size': -2.1232058246744345}",T+1平仓,其他,1
2026-02-24,2026-02-24,601390,5.8,5.98,3.11,2.91,56.44720325286888,"{'trend': -0.3206061087397829, 'momentum': -0.2596213570270722, 'quality': 3.0, 'sentiment': 2.7248754881761847, 'valuation': -1.1025570531275903, 'liquidity': -0.6782938113347997, 'size': -3.0}",T+1平仓,建筑,1
2026-02-25,2026-02-25,002378,31.9,33.18,4.03,3.83,75.54180539132321,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.574208359244875, 'sentiment': 3.0, 'valuation': -0.2393681056405828, 'liquidity': 1.3841910301678564, 'size': -1.1905273575513462}",T+1平仓,其他,1
2026-02-26,2026-02-26,001896,11.16,12.0,7.48,7.28,76.66159747335914,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.330926406694986, 'sentiment': 3.0, 'valuation': 0.11152507912071084, 'liquidity': 2.8449889507945194, 'size': -2.2235748177272234}",T+1平仓,其他,1
2026-02-27,2026-02-27,003035,7.56,8.13,7.5,7.3,75.74455167792986,"{'trend': 2.659117720498362, 'momentum': 3.0, 'quality': 1.9390121814793801, 'sentiment': 3.0, 'valuation': -0.030731598191097657, 'liquidity': 0.5478584622868378, 'size': -0.5195953986489118}",T+1平仓,其他,1
2026-03-02,2026-03-02,600759,6.91,6.75,-2.18,-2.38,73.5516303470622,"{'trend': 3.0, 'momentum': 3.0, 'quality': 0.43803049485170253, 'sentiment': 3.0, 'valuation': 0.07011844543671322, 'liquidity': 2.265514147061323, 'size': -1.8212148074904}",T+1平仓,其他,1
2026-03-02,2026-03-02,601390,6.29,6.16,-2.02,-2.22,55.15991456997634,"{'trend': 0.6507593056587209, 'momentum': 1.0239508508951007, 'quality': 3.0, 'sentiment': 0.16492590179145641, 'valuation': -1.1204878986360645, 'liquidity': -0.09614982493080419, 'size': -3.0}",T+1平仓,建筑,1
2026-03-03,2026-03-03,600722,11.47,11.23,-2.18,-2.38,72.66378642831941,"{'trend': 2.794965967812273, 'momentum': 3.0, 'quality': 1.1556336183575224, 'sentiment': 3.0, 'valuation': -0.3036111794966709, 'liquidity': -0.2416846620719231, 'size': 0.2064902175693014}",T+1平仓,其他,1
2026-03-04,2026-03-04,001896,13.45,14.1,4.88,4.68,75.86723420056413,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.337708199323863, 'sentiment': 2.9491700248576564, 'valuation': 0.10892385110573419, 'liquidity': 2.2112493861500346, 'size': -1.7539577451276827}",T+1平仓,其他,1
2026-03-05,2026-03-05,003035,8.44,8.86,4.97,4.77,74.02261215827107,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.9123159727034835, 'sentiment': 1.9898496079741927, 'valuation': -0.036079372941675014, 'liquidity': 0.8684493210750199, 'size': -0.7628042849331237}",T+1平仓,其他,1
2026-03-06,2026-03-06,600821,8.16,8.51,4.25,4.05,75.0540836091796,"{'trend': 2.728295308677799, 'momentum': 2.8671387210017216, 'quality': 1.1991704785322204, 'sentiment': 3.0, 'valuation': 0.2227451931690891, 'liquidity': 2.57342700908458, 'size': -2.078303681945247}",T+1平仓,其他,1
2026-03-09,2026-03-09,000533,15.93,16.19,1.61,1.41,74.05593526493583,"{'trend': 2.8924618290009847, 'momentum': 3.0, 'quality': 1.7102513768971108, 'sentiment': 3.0, 'valuation': -0.09987243670499929, 'liquidity': -0.6656482555753487, 'size': 0.6261922398692192}",T+1平仓,其他,1
2026-03-10,2026-03-10,002350,13.83,15.05,8.84,8.64,72.45366698253235,"{'trend': 3.0, 'momentum': 3.0, 'quality': 0.8198620716544961, 'sentiment': 3.0, 'valuation': -0.18230952825364966, 'liquidity': 1.7928547681314928, 'size': -1.4697920621549325}",T+1平仓,其他,1
2026-03-11,2026-03-11,000899,14.57,15.97,9.64,9.44,76.17621195939766,"{'trend': 2.8592405488337764, 'momentum': 2.5323708989050666, 'quality': 2.4066444028731944, 'sentiment': 3.0, 'valuation': 0.2858444077318354, 'liquidity': 1.1274790996111543, 'size': -0.9967877772685989}",T+1平仓,其他,1
2026-03-12,2026-03-12,600821,9.92,10.75,8.39,8.19,74.98370165982787,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.1842879072067902, 'sentiment': 3.0, 'valuation': 0.22427173091862104, 'liquidity': 2.9877616149707125, 'size': -2.358031624694432}",T+1平仓,其他,1
2026-03-13,2026-03-13,600722,16.18,16.75,3.57,3.37,73.40304875901903,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.1435463025711246, 'sentiment': 3.0, 'valuation': -0.30046575026054445, 'liquidity': 2.904254746329048, 'size': -2.2936294371541406}",T+1平仓,其他,1
2026-03-16,2026-03-16,000533,16.97,16.13,-5.0,-5.2,75.1501296222464,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.6682618903734965, 'sentiment': 3.0, 'valuation': -0.10188045618945549, 'liquidity': 2.899668420075798, 'size': -2.285344229527461}",止损(-5%),其他,1
2026-03-17,2026-03-17,000537,11.35,11.55,1.74,1.54,72.40719832101676,"{'trend': 2.8482527740292225, 'momentum': 2.3986769838025426, 'quality': 1.5294526242426552, 'sentiment': 2.3767293678989256, 'valuation': 0.23703261471078374, 'liquidity': 1.805261122437696, 'size': -1.4837681673629803}",T+1平仓,其他,1
2026-03-18,2026-03-18,600821,9.9,10.34,4.42,4.22,73.62373291251316,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.1611002849487502, 'sentiment': 2.45646075077513, 'valuation': 0.22568468652908505, 'liquidity': 2.741465760570302, 'size': -2.1593100951361714}",T+1平仓,其他,1
2026-03-19,2026-03-19,603393,41.78,41.47,-0.76,-0.96,75.2071717717275,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.7072892768869616, 'sentiment': 3.0, 'valuation': 0.25780305975525075, 'liquidity': 0.3000572925914015, 'size': -0.32938889616324585}",T+1平仓,其他,1
2026-03-20,2026-03-20,605117,129.91,139.15,7.11,6.91,72.81949587523253,"{'trend': 3.0, 'momentum': 2.9047987642782434, 'quality': 0.9448124131427684, 'sentiment': 3.0, 'valuation': 0.17050522474233445, 'liquidity': -0.6331441559876667, 'size': 0.6009607892869171}",T+1平仓,其他,1
2026-03-23,2026-03-23,603693,16.16,17.58,8.84,8.64,75.7430516323124,"{'trend': 2.611792654091443, 'momentum': 3.0, 'quality': 2.4021586267580632, 'sentiment': 3.0, 'valuation': 0.1958719058456924, 'liquidity': 0.7846875834116943, 'size': -0.7136826822840541}",T+1平仓,其他,1
2026-03-23,2026-03-23,002594,105.01,106.45,1.37,1.17,59.89358345261536,"{'trend': 1.3979478515639097, 'momentum': 1.5124668108077153, 'quality': 1.1271606485272572, 'sentiment': 3.0, 'valuation': -0.22171684302143066, 'liquidity': -0.49204293227294094, 'size': -3.0}",T+1平仓,汽车,1
2026-03-24,2026-03-24,600821,10.32,9.81,-5.0,-5.2,73.50012021625413,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.129222756038378, 'sentiment': 2.4907128813460657, 'valuation': 0.23865250218441583, 'liquidity': 3.0, 'size': -2.4184940847650496}",止损(-5%),其他,1
2026-03-25,2026-03-25,000601,8.69,8.77,0.9,0.7,73.21170231955536,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.1279597741974483, 'sentiment': 3.0, 'valuation': -0.31418799118932306, 'liquidity': 2.9532963983478657, 'size': -2.1965719304665967}",T+1平仓,其他,1
2026-03-26,2026-03-26,000899,14.06,15.0,6.69,6.49,72.56843348830648,"{'trend': 2.150092491052976, 'momentum': 1.7633215213429154, 'quality': 2.3706928763704065, 'sentiment': 3.0, 'valuation': 0.32194209609405866, 'liquidity': 1.3355183987426416, 'size': -1.129448537840096}",T+1平仓,其他,1
2026-03-27,2026-03-27,600982,6.5,7.27,11.82,11.62,74.47709219764269,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.0909198519450805, 'sentiment': 3.0, 'valuation': 0.25527193334232084, 'liquidity': 3.0, 'size': -2.419540568564114}",T+1平仓,其他,1
2026-03-27,2026-03-27,002460,72.28,78.79,9.02,8.82,57.40323166705038,"{'trend': 0.6953758868255512, 'momentum': 0.6067712283801906, 'quality': 0.6444764053491978, 'sentiment': 3.0, 'valuation': -0.27472633231061905, 'liquidity': 1.2204462554588869, 'size': -3.0}",T+1平仓,有色,1
2026-03-30,2026-03-30,002432,68.7,74.67,8.69,8.49,70.18077564224527,"{'trend': 3.0, 'momentum': 3.0, 'quality': -0.12866409029649828, 'sentiment': 3.0, 'valuation': 0.2745894409320094, 'liquidity': 2.0333031830923276, 'size': -1.6994556252752877}",T+1平仓,其他,1
2026-03-30,2026-03-30,002594,104.65,104.88,0.22,0.02,56.21416111739493,"{'trend': 1.9398886309736445, 'momentum': 1.941173431070329, 'quality': 1.1573161353829138, 'sentiment': 0.16144897481766649, 'valuation': -0.28456789343555605, 'liquidity': -0.2543418286367865, 'size': -3.0}",T+1平仓,汽车,1
2026-03-31,2026-03-31,605299,19.64,21.1,7.39,7.19,69.99344768589552,"{'trend': 3.0, 'momentum': 3.0, 'quality': 0.15184183163537848, 'sentiment': 3.0, 'valuation': -0.14880609006237955, 'liquidity': 2.605513311913872, 'size': -2.0793336131079037}",T+1平仓,其他,1
2026-04-01,2026-04-01,688799,56.72,61.91,9.16,8.96,71.75452345666017,"{'trend': 2.445706531425454, 'momentum': 3.0, 'quality': 1.1635393477042326, 'sentiment': 3.0, 'valuation': 0.1783664643862619, 'liquidity': 1.0064057203564472, 'size': -0.883782392579638}",T+1平仓,其他,1
2026-04-02,2026-04-02,603016,47.25,50.54,6.95,6.75,69.48621697924887,"{'trend': 3.0, 'momentum': 3.0, 'quality': 0.10471051042302777, 'sentiment': 3.0, 'valuation': -0.14610422288133174, 'liquidity': 1.5179442584114236, 'size': -1.2987910377923295}",T+1平仓,其他,1
2026-04-02,2026-04-02,000538,56.22,56.16,-0.12,-0.32,59.467230629889976,"{'trend': 0.4535395643349962, 'momentum': 0.22079971550820388, 'quality': 1.447248607287465, 'sentiment': 1.5206331484664317, 'valuation': 0.22933354048840413, 'liquidity': -1.3662778444489914, 'size': 1.4092365580064394}",T+1平仓,医药,1
2026-04-02,2026-04-02,002460,78.15,79.05,1.15,0.95,59.035391898089905,"{'trend': 1.59103794907033, 'momentum': 1.5349448848704057, 'quality': 0.6720051599064322, 'sentiment': 2.0078190641300004, 'valuation': -0.2870216283603145, 'liquidity': 1.0821834506078527, 'size': -3.0}",T+1平仓,有色,1
2026-04-03,2026-04-03,688314,55.81,56.07,0.46,0.26,69.42565849500023,"{'trend': 3.0, 'momentum': 3.0, 'quality': -0.128418033846527, 'sentiment': 2.979620901833801, 'valuation': 0.11837400707850745, 'liquidity': 1.1278671146193862, 'size': -1.016260847211794}",T+1平仓,其他,1
2026-04-07,2026-04-07,605299,19.33,22.81,17.98,17.78,70.89427849531012,"{'trend': 3.0, 'momentum': 3.0, 'quality': 0.1926046524624985, 'sentiment': 3.0, 'valuation': -0.11028394243454052, 'liquidity': 2.3581897499827233, 'size': -1.9670225444200478}",T+1平仓,其他,1
